channel,mean,std,score
259,0.23739310728888888,0.5183445924555555,0.7557376997444444
55,0.20225140862555557,0.5579592514777777,0.7602106601033333
774,0.22808968308555555,0.5322775826666667,0.7603672657522222
980,0.2503418585444444,0.5105053056666666,0.760847164211111
217,0.2219911662711111,0.5408059006666667,0.7627970669377777
443,0.2564737498333333,0.5078819077777776,0.764355657611111
559,0.22431026384222222,0.5400644714555556,0.7643747352977778
710,0.23026748080999995,0.5341602699333332,0.7644277507433331
531,0.20960489557999998,0.556172427911111,0.7657773234911109
787,0.20549047420800004,0.5620753157533334,0.7675657899613334
709,0.24597318679000005,0.5220736180888889,0.7680468048788889
941,0.2940746823888889,0.4760407328222223,0.7701154152111112
850,0.21660966657555558,0.5567628481111111,0.7733725146866667
470,0.1996411307166667,0.5742636005222223,0.7739047312388889
469,0.19900173010555558,0.5756737615888889,0.7746754916944445
545,0.2530622388388889,0.5219629099666667,0.7750251488055556
426,0.22390483096666666,0.5517539092222223,0.775658740188889
180,0.24102615521666668,0.5356412082777778,0.7766673634944445
894,0.24249221540555557,0.5390759460555555,0.7815681614611111
846,0.23789164281111114,0.543804807711111,0.7816964505222221
679,0.3075670605777778,0.47488580523333335,0.7824528658111112
308,0.19503539334444442,0.5877234125,0.7827588058444445
707,0.24376538055555552,0.5397542567777778,0.7835196373333333
996,0.20272840854444446,0.5811092831777777,0.7838376917222221
399,0.19866197541666666,0.5852286353666667,0.7838906107833333
438,0.31893397582222227,0.46617392155555554,0.7851078973777779
579,0.4456270388888889,0.33988107638888887,0.7855081152777778
173,0.20109149764444442,0.5850031066666668,0.7860946043111112
567,0.22874774077444446,0.5613510851666667,0.7900988259411111
669,0.3219855055555555,0.4685673553333333,0.7905528608888888
499,0.21791642382444448,0.5732045126777778,0.7911209365022223
119,0.2326116610733333,0.5618966724000001,0.7945083334733334
318,0.2710995091844445,0.5242723046666666,0.7953718138511111
47,0.24541233179666672,0.5550062736333333,0.80041860543
176,0.2366383459666667,0.5698873363111111,0.8065256822777778
723,0.2531794705777778,0.5534418698888889,0.8066213404666667
117,0.21633226715555556,0.5905392264,0.8068714935555555
373,0.21136517721111106,0.5999045052111112,0.8112696824222222
122,0.2533604007,0.5581036107777778,0.8114640114777778
786,0.23567158727777773,0.579096469,0.8147680562777777
203,0.23645673445555554,0.5783216723333333,0.8147784067888888
974,0.17595419836666665,0.6400083808666666,0.8159625792333332
402,0.2094873558666667,0.6069334161111111,0.8164207719777777
843,0.19938099834000006,0.6213856131555555,0.8207666114955556
1022,0.2879514234,0.5341912986222221,0.8221427220222222
334,0.24911097261111115,0.5735582943333334,0.8226692669444445
409,0.26359868765666666,0.5621889673555556,0.8257876550122223
933,0.2936933210888889,0.5325373375777777,0.8262306586666666
683,0.3063357161444445,0.5211400501111111,0.8274757662555556
555,0.3015545067666667,0.5276548173222223,0.8292093240888889
753,0.3085414399444445,0.5212246963333333,0.8297661362777778
761,0.25457840397777776,0.5756275722666667,0.8302059762444445
64,0.3450779371111111,0.48540812233333336,0.8304860594444445
232,0.3682836148888889,0.46366475177777783,0.8319483666666667
234,0.24675730332222223,0.5859702734444444,0.8327275767666666
874,0.2257676174855556,0.6120853112222222,0.8378529287077778
724,0.28132166164444444,0.5569474603333334,0.8382691219777778
49,0.25143664408888894,0.5868403528444445,0.8382769969333335
87,0.25358736559711104,0.5875741654777776,0.8411615310748887
396,0.24623919518888893,0.5964234127777778,0.8426626079666667
647,0.22611318528666663,0.6168534302444445,0.8429666155311111
